latitude,longitude,zipcode,severity,Comments,SubCategory,Item
37.42144497,-121.8580478,95132,2,NULL,FUR - Furniture,Furniture
37.38735335,-121.8860541,95131,1,"p/u sheet rock mud, metal debris, swept sidewalk",OTH - Other,Other
37.37010368,-121.8496783,95133,2,NULL,FUR - Furniture,Furniture
37.3038859,-121.9125533,95125,1,p/u garb,GAR - Garbage,Garbage
37.23685671,-121.8116172,95123,2,p/u mattress in roadway,FUR - Furniture,Furniture
37.29885938,-121.8388714,95111,2,3252 @ 18:10 pu sofa,FUR - Furniture,Furniture
37.29686722,-121.8388461,95111,2,3252 @ 1920- pu 2 sofas,FUR - Furniture,Furniture
37.25313973,-121.8405866,95123,2,debris picked up,FUR - Furniture,Furniture
37.30032358,-121.9837878,95129,2,NULL,FUR - Furniture,Furniture
37.35758772,-121.8884083,95112,2,p/u 2 mattresses,FUR - Furniture,Furniture
37.39668071,-121.8717607,95132,1,3252 @ 16:00 - pu debris from car accident-,OTH - Other,Other
37.34075252,-121.8358711,95122,1,picked uip,GAR - Garbage,Garbage
37.40993531,-121.8484815,95132,2,NULL,FUR - Furniture,Furniture
37.40938424,-121.8498398,95132,2,NULL,FUR - Furniture,Furniture
37.36314172,-121.835205,95127,1,p/u cardboard & debris,OTH - Other,Other
37.3302931,-121.7823792,95148,2,NULL,FUR - Furniture,Furniture
37.33008117,-121.8817558,95112,2,p/u debris,FUR - Furniture,Furniture
37.37849137,-121.8763987,95131,2,p/u desk,FUR - Furniture,Furniture
37.3483314,-121.8350834,95116,1,p/u 20 garb bags,GAR - Garbage,Garbage
37.28022559,-121.8582943,95136,2,NULL,FUR - Furniture,Furniture
37.29359824,-121.8160647,95121,2,p/u mattress & debris,FUR - Furniture,Furniture
37.32142158,-121.9785958,95129,2,nothing at location,FUR - Furniture,Furniture
37.30439396,-121.9790372,95117,1,3414 p/u glass and broken window frames,OTH - Other,Other
37.22143368,-121.893091,95120,1,pu 2 bags of garbage,GAR - Garbage,Garbage
37.22580787,-121.9034705,95124,1,pu 2 bags of garbage,GAR - Garbage,Garbage
37.23125441,-121.9037238,95124,1,pu 2 bags of garbage,GAR - Garbage,Garbage
37.35963191,-121.8277212,95127,2,NULL,TIR - Tires,Tires
37.36360832,-121.8466069,95116,2,3252 @ 17:00 - pu 2 mattresses- dresser- & table,FUR - Furniture,Furniture
37.3159274,-121.9182905,95128,2,p/u mattress,FUR - Furniture,Furniture
37.31069683,-121.9232796,95128,2,p/u debris,FUR - Furniture,Furniture
37.2270212,-121.8693405,95120,1,pu pile of tile,OTH - Other,Other
37.29638729,-121.8499348,95111,2,"p/u red hose, brick, couches, 2 loads",FUR - Furniture,Furniture
37.25626233,-121.8308289,95123,2,p/up,FUR - Furniture,Furniture
37.36149776,-121.880327,95112,2,P/U COUCH & MISC DEBRIS,FUR - Furniture,Furniture
37.25495,-121.8286419,95123,2,P/U 3 COUCHES ON SIDEWALK,FUR - Furniture,Furniture
37.21851288,-121.7416843,95013,2,p/u major debris,TIR - Tires,Tires
37.38309088,-121.8364894,95127,1,NULL,YW - Yard Waste,Yard Waste
37.36003217,-121.8954561,95112,1,pu major garb. and debris,GAR - Garbage,Garbage
37.31262781,-121.8185172,95121,2,p/u couch,FUR - Furniture,Furniture
37.34262568,-121.8853293,95112,2,p/u trash & 3 mattresses,FUR - Furniture,Furniture
37.32445042,-121.9237502,95128,2,P/U COUCH,FUR - Furniture,Furniture
37.24891579,-121.9276464,95124,1,3414 pu BB Hoop-,OTH - Other,Other
37.24151231,-121.7788294,95138,2,mattress,FUR - Furniture,Furniture
37.37209195,-121.8297204,95127,1,NULL,OTH - Other,Other
37.37924103,-121.8812371,95131,1,p/u wood & metal shelves,OTH - Other,Other
37.31666616,-121.9683254,95117,2,nothing found at location,FUR - Furniture,Furniture
37.34307383,-121.8885063,95112,1,NULL,GAR - Garbage,Garbage
37.29599103,-121.961923,95130,2,p/u tv in street,FUR - Furniture,Furniture
37.35369578,-121.8268364,95127,2,mattress blocking sidewalk p/ud,FUR - Furniture,Furniture
37.32033374,-121.8729364,95112,1,p/u garb & Furn,GAR - Garbage,Garbage
37.26479053,-121.8542836,95136,1,left obstruction notice at 4622,YW - Yard Waste,Yard Waste
37.33988741,-121.8545274,95116,2,p/u mattress * misc debris,FUR - Furniture,Furniture
37.26370726,-121.8099795,95111,2,2 couches p/u,FUR - Furniture,Furniture
37.31866508,-121.9154979,95126,2,mattresses & furn,FUR - Furniture,Furniture
37.3137575,-121.8652461,95112,2,"couches, misc debris, carts, oil, wood blocking sidewalk & bike lane",FUR - Furniture,Furniture
37.35740128,-121.8949095,95112,2,NULL,FUR - Furniture,Furniture
37.33895186,-121.8971871,95110,1,NULL,OTH - Other,Other
37.31862885,-121.8334708,95122,1,p/u boxes & Garb,GAR - Garbage,Garbage
37.31878579,-121.8160482,95122,2,p/u chair & Cart,FUR - Furniture,Furniture
37.31828927,-121.793876,95148,2,p/u mattress & trash,FUR - Furniture,Furniture
37.35197233,-121.8253432,95127,2,p/u couch,FUR - Furniture,Furniture
37.32017049,-121.8975896,95125,1,NULL,OTH - Other,Other
37.26803454,-121.847671,95136,2,p/u mattress,FUR - Furniture,Furniture
37.29776913,-121.9544557,95117,2,pu 2 mattress,FUR - Furniture,Furniture
37.22969062,-121.8370514,95123,1,NULL,OTH - Other,Other
37.40789587,-121.8458392,95132,2,NULL,FUR - Furniture,Furniture
37.33672069,-121.9330216,95126,2,NULL,FUR - Furniture,Furniture
37.35433277,-121.8466582,95116,1,NULL,GAR - Garbage,Garbage
37.32765323,-121.7979624,95148,2,NULL,FUR - Furniture,Furniture
37.18223758,-121.7616901,95141,1,3251 @ 1700 picked up most of the debris.,OTH - Other,Other
37.20112869,-121.7364039,95141,1,3251 @ 1800 picked up most of the debris.,GAR - Garbage,Garbage
37.31499828,-121.8460737,95122,2,pu sofa from cg,FUR - Furniture,Furniture
37.32761989,-121.8065049,95148,2,NULL,FUR - Furniture,Furniture
37.29002801,-121.81305,95121,2,"p/u couch, mattress, wood, ladder, misc debris",FUR - Furniture,Furniture
37.35938526,-121.8386862,95116,1,completed,GAR - Garbage,Garbage
37.25024926,-121.7705864,95138,1,completed,OTH - Other,Other
37.27296342,-121.854602,95136,2,p/u mattress & babyseat,FUR - Furniture,Furniture
37.39979295,-121.8469252,95132,2,"p/u bags, desk, mattress",FUR - Furniture,Furniture
37.31135287,-121.8688853,95112,1,,OTH - Other,Other
37.31487586,-121.9059646,95126,2,completed,FUR - Furniture,Furniture
37.36210968,-121.8319405,95127,2,pu 2 couches,FUR - Furniture,Furniture
37.28082458,-121.8805922,95125,1,couldnt locate upon arrival,GAR - Garbage,Garbage
37.28379676,-121.9718632,95008,2,completed -on 3/27/14 RP says it was not picked up- resubmitted to 3414-,FUR - Furniture,Furniture
37.34131999,-121.8187048,95148,1,"couldnt locate items above, but did pick up wood, cardboard from ocala & oakton ct",OTH - Other,Other
37.29684423,-121.9544485,95117,2,completed,FUR - Furniture,Furniture
37.30728756,-121.7904127,95121,3,swept,GLA - Glass,Glass
37.28931665,-121.7784887,95138,1,NULL,YW - Yard Waste,Yard Waste
37.31641625,-121.7751489,95135,1,3253 @ 16:00 -  removed gravel from roadway-,GAR - Garbage,Garbage
37.39374965,-121.9015987,95131,3,swept area,GLA - Glass,Glass
37.25313398,-121.7910633,95138,2,NULL,FUR - Furniture,Furniture
37.2911655,-121.7761693,95138,1,p/u 4 yards & left obstruction notice,YW - Yard Waste,Yard Waste
37.25626233,-121.8308289,95123,2,"debriss, mattress, chair & wood",FUR - Furniture,Furniture
37.2405846,-121.8306659,95123,2,left obstruction notice,FUR - Furniture,Furniture
37.23363679,-121.8038403,95123,1,"approx 60y +/-, not a hazard, spoke to resident & left obstruction notice",YW - Yard Waste,Yard Waste
37.39176746,-121.889782,95131,3,beer bottles & broken glass,GLA - Glass,Glass
37.28778516,-121.8264274,95111,2,NULL,FUR - Furniture,Furniture
37.31995104,-121.8917799,95125,2,NO ITEMS FOUND,FUR - Furniture,Furniture
37.3214259,-121.8917588,95125,2,debris is on CalTrans PP behind fence- CalTrans will respond -,FUR - Furniture,Furniture
37.31000186,-121.9700067,95117,2,NULL,FUR - Furniture,Furniture
37.32617159,-121.8876063,95110,2,P/U MATTRESS,FUR - Furniture,Furniture
37.39552212,-121.870153,95132,2,complete,FUR - Furniture,Furniture
37.33036917,-121.928716,95126,1,NO ITEMS FOUND,GAR - Garbage,Garbage
37.39670094,-121.8536556,95132,2,1 mattress,FUR - Furniture,Furniture
37.26442517,-121.8090833,95111,2,P/U 1 LARGE MATTRESS,FUR - Furniture,Furniture
37.34413112,-121.9107151,95110,2,P/U COUCH,FUR - Furniture,Furniture
37.28416636,-121.8142976,95111,2,1 couch,FUR - Furniture,Furniture
37.35607681,-121.8318611,95116,1,"P/U STOLLER, 2 BAGS CLOTHES, BLANKETS",OTH - Other,Other
37.3462287,-121.8669833,95116,2,NULL,FUR - Furniture,Furniture
37.37452458,-121.8562505,95133,2,pu mattress,FUR - Furniture,Furniture
37.31155739,-121.9454109,95128,2,pu lounge chair,FUR - Furniture,Furniture
37.32530486,-121.8868836,95110,2,turned over to Ray Bramson 30 cubic yards of homeless debris,FUR - Furniture,Furniture
37.3117847,-121.8631011,95112,1,NULL,GAR - Garbage,Garbage
37.34069263,-121.8810382,95112,1,NULL,GAR - Garbage,Garbage
37.33297869,-121.8248328,95122,1,NULL,OTH - Other,Other
37.22331862,-121.7624837,95139,2,wooden bar,FUR - Furniture,Furniture
37.31112761,-121.7563006,95135,2,P/U 3 MATTRESSES & COUCH,FUR - Furniture,Furniture
37.35891714,-121.88561,95112,2,NULL,FUR - Furniture,Furniture
37.35504,-121.8485752,95116,2,NULL,FUR - Furniture,Furniture
37.35911408,-121.8932121,95112,1,major garbage smelled like dead animal but didnt lookfor ome,GAR - Garbage,Garbage
37.30984651,-121.9693555,95117,2,NULL,FUR - Furniture,Furniture
37.31183683,-121.9175095,95128,2,p/u mattress & pallet,FUR - Furniture,Furniture
37.33063483,-121.8282942,95122,1,NULL,GAR - Garbage,Garbage
37.34340252,-121.9142123,95110,2,pu the mattress and debris from location,FUR - Furniture,Furniture
37.38139449,-121.8770829,95131,2,pu mattress & boxsprings from the sidewalk,FUR - Furniture,Furniture
37.24348779,-121.9226541,95124,2,pu the debris from location-,FUR - Furniture,Furniture
37.33344238,-121.8704095,95112,1,barricade replaced,OTH - Other,Other
37.331104,-121.7895946,95148,2,NULL,FUR - Furniture,Furniture
37.35954263,-121.8873458,95112,1,NULL,OTH - Other,Other
37.30692528,-121.9306204,95128,2,1 couch,FUR - Furniture,Furniture
37.34300808,-121.8276704,95122,2,1 mattress & bag of garbage,FUR - Furniture,Furniture
37.37038026,-121.8677438,95133,1,pu 3 loads of garbage & 1 toilet,GAR - Garbage,Garbage
37.32881096,-121.8736184,95112,2,pu 3 couches,FUR - Furniture,Furniture
37.33111159,-121.8753233,95112,2,3414 p/u mattress,FUR - Furniture,Furniture
37.34915062,-121.851371,95116,2,entertainment center,FUR - Furniture,Furniture
37.34997075,-121.8496824,95116,2,drawers,FUR - Furniture,Furniture
37.34885696,-121.8411597,95116,2,toilet,FUR - Furniture,Furniture
37.34111619,-121.88851,95112,2,pu 5 mattresses-,FUR - Furniture,Furniture
37.37965198,-121.8327828,95127,2,arm chair,FUR - Furniture,Furniture
37.37794407,-121.8313743,95127,2,blue arm chair,FUR - Furniture,Furniture
37.2811763,-121.9685172,95130,3,3252 @ 21:10 - pu glass,GLA - Glass,Glass
37.34501383,-121.8803012,95112,2,nothing found,FUR - Furniture,Furniture
37.34465464,-121.8911502,95112,1,kn s/w christina sj20,OTH - Other,Other
37.34966681,-121.8020909,95127,2,5 bags of garbage- chest of drawers & misc debris,FUR - Furniture,Furniture
37.34543438,-121.8398035,95116,2,pu large table,FUR - Furniture,Furniture
37.39093997,-121.8637035,95132,2,email jerad ferguson when complete- jerad notified - pu 2 mattresses,FUR - Furniture,Furniture
37.38947371,-121.860874,95132,2,BIG  TV,FUR - Furniture,Furniture
37.33892535,-121.8377089,95122,1,pu large pile of garbage,GAR - Garbage,Garbage
37.34119003,-121.8351644,95122,2,pu mattress,FUR - Furniture,Furniture
37.34175757,-121.8357135,95122,1,pu garbage,GAR - Garbage,Garbage
37.27581948,-121.8027531,95111,2,1 tire,TIR - Tires,Tires
37.27331307,-121.798076,95111,2,pu 1 tire,TIR - Tires,Tires
37.26120647,-121.794817,95111,2,NULL,TIR - Tires,Tires
37.3403191,-121.8321898,95122,2,pu love seat,FUR - Furniture,Furniture
37.31298779,-121.9146363,95126,2,pu couch- chair,FUR - Furniture,Furniture
37.2812478,-121.7587364,95135,1,an accident knocked 4 pieces of asphalt from the c&g- the pieces were to heavy to pu- pls send asphalt crew to pu,OTH - Other,Other
37.41472589,-121.8588218,95132,1,3251 @ 19:00 - no apparent problem- no debris around the area,GAR - Garbage,Garbage
37.30653479,-121.9660472,95117,2,3251 @ 21:00 - debris belonged to RP- advised them to remove & dump debris themselves- do not pu-,FUR - Furniture,Furniture
37.37375738,-121.8375903,95127,1,3251 @ 20:00 - no apparent problem - someone picked up the carpet,GAR - Garbage,Garbage
37.34987765,-121.7922744,95148,1,PD had possible owner & tool box is already gone- wanted to know if we picked it up & we had not gone there yet- cancel SR,OTH - Other,Other
37.30491066,-122.0186953,95129,1,NULL,OTH - Other,Other
37.2477476,-121.8453646,95123,2,3252 @ 16:05 - removed debris- unload at SY- furniture,FUR - Furniture,Furniture
37.27086612,-121.9130674,95124,2,3252 @ 22:30 - remove debris- unload at mabury yard,FUR - Furniture,Furniture
37.41623416,-121.8720595,95132,1,yd waste,GAR - Garbage,Garbage
37.31319291,-121.9521734,95117,2,large couch,FUR - Furniture,Furniture
37.35856955,-121.8943541,95112,1,no bike found,OTH - Other,Other
37.32696835,-121.9210933,95126,2,pu toilet,FUR - Furniture,Furniture
37.31965762,-121.9190115,95126,2,pu 2 chairs,FUR - Furniture,Furniture
37.31967808,-121.9171536,95126,1,NULL,GAR - Garbage,Garbage
37.32158098,-121.9171665,95126,2,"p/u 2 loads of couches, mattress, garb",FUR - Furniture,Furniture
37.37924103,-121.8812371,95131,2,NULL,FUR - Furniture,Furniture
37.22580787,-121.9034705,95124,1,debris,GAR - Garbage,Garbage
37.23125441,-121.9037238,95124,1,completed,GAR - Garbage,Garbage
37.22143368,-121.893091,95120,1,completed,GAR - Garbage,Garbage
37.2201335,-121.8854209,95120,1,NULL,GAR - Garbage,Garbage
37.24825172,-121.9405252,95124,2,NULL,FUR - Furniture,Furniture
37.32613945,-121.8203313,95122,1,p/u litter in wb,LIT - Litter,Litter
37.41659481,-121.8712319,95132,1,p/u debris & cart,GAR - Garbage,Garbage
37.33352943,-121.8641471,95116,2,p/up mattresses,FUR - Furniture,Furniture
37.33872567,-121.859604,95116,2,p/u mattress,FUR - Furniture,Furniture
37.3937231,-121.8976806,95131,1,p/u cart,OTH - Other,Other
37.35906193,-121.8423418,95116,1,NULL,GAR - Garbage,Garbage
37.20825284,-121.7287428,95037,1,NULL,GAR - Garbage,Garbage
37.34507125,-121.8842987,95112,1,pu dirt in #1 lane,YW - Yard Waste,Yard Waste
37.3380429,-121.9289918,95126,1,p/ud cart w debris,GAR - Garbage,Garbage
37.22643376,-121.7511493,95139,2,nb in bike lane debris & sb couch,FUR - Furniture,Furniture
37.33857586,-121.779255,95148,1,NULL,YW - Yard Waste,Yard Waste
37.33377175,-121.772534,95148,1,pu debris,GAR - Garbage,Garbage
37.32496667,-121.7821405,95148,1,2 piles of yard waste- talked to Green Team-,YW - Yard Waste,Yard Waste
37.31842964,-121.966596,95117,1,NULL,YW - Yard Waste,Yard Waste
37.18223758,-121.7616901,95141,1,completed,GAR - Garbage,Garbage
37.320302,-121.8289065,95121,2,couldnt locate,FUR - Furniture,Furniture
37.34293075,-121.8323551,95122,2,"rp will remove debris gave him an obstruction notice, he will contact his renter to remove furniture debris",FUR - Furniture,Furniture
37.32969709,-121.829677,95122,1,NULL,GAR - Garbage,Garbage
37.22896824,-121.866945,95120,2,NULL,FUR - Furniture,Furniture
37.24225217,-121.897169,95118,2,NULL,FUR - Furniture,Furniture
37.34118386,-121.88425,95112,2,NULL,FUR - Furniture,Furniture
37.34519475,-121.8352885,95122,1,p/u large cement block on median,OTH - Other,Other
37.33172819,-121.9066037,95126,2,p/u sleeper couch,FUR - Furniture,Furniture
37.37662957,-121.8563682,95133,1,NULL,GAR - Garbage,Garbage
37.29587832,-121.9594915,95008,2,NULL,FUR - Furniture,Furniture
37.31691318,-121.8977823,95125,2,p/u 1 mattress,FUR - Furniture,Furniture
37.24846553,-121.8325794,95123,1,pu garbage,GAR - Garbage,Garbage
37.3398355,-121.8776665,95112,2,no mattress,FUR - Furniture,Furniture
37.33885676,-121.8272559,95122,2,p.u mattress,FUR - Furniture,Furniture
37.31441622,-121.8046541,95148,2,"p/u couch, cushions, chair",FUR - Furniture,Furniture
37.23351626,-121.8409105,95123,1,p/u sandbags,OTH - Other,Other
37.3014285,-121.922858,95126,2,3251 @ 17:45  pu 3 sofas,FUR - Furniture,Furniture
37.29879494,-121.9544606,95117,2,3252 @ 17:30 - pu 6 mattresses,FUR - Furniture,Furniture
37.33210128,-121.8774887,95112,2,3251 @ 18:30 - pu mattress & sofa,FUR - Furniture,Furniture
37.29856821,-121.9135772,95125,3,3251 @ 19:05 - debris was already picked up from the people that dropped the glass,GLA - Glass,Glass
37.29941637,-121.8124982,95121,1,NULL,GAR - Garbage,Garbage
37.37457292,-121.8789183,95131,2,completed,FUR - Furniture,Furniture
37.30146712,-121.9218724,95126,2,"p/u couches, tv",FUR - Furniture,Furniture
37.314107,-121.8800444,95110,2,NULL,FUR - Furniture,Furniture
37.27337911,-121.8159512,95111,1,p/u garbage,OTH - Other,Other
37.34719414,-121.8242214,95127,2,p/u mattress & boxspring,FUR - Furniture,Furniture
37.24715356,-121.7816721,95138,1,illegal dump,YW - Yard Waste,Yard Waste
37.31666616,-121.9683254,95117,2,completed,FUR - Furniture,Furniture
37.32338301,-121.931949,95128,2,3252 @ 16:30 - debris on private property,FUR - Furniture,Furniture
37.3810167,-121.9168177,95131,1,3252 @ 20:15 - nothing found,OTH - Other,Other
37.29599103,-121.961923,95130,2,3252 @ 20:45 - pu 2 mattresses,FUR - Furniture,Furniture
37.25799098,-121.8260672,95123,2,3252 @ 21:45 - pu 2 mattresses,FUR - Furniture,Furniture
37.30335975,-121.8164954,95121,2,mattress in roadway P1,FUR - Furniture,Furniture
37.30910599,-121.9679319,95117,2,pu table,FUR - Furniture,Furniture
37.29977127,-121.8026906,95121,2,completed,FUR - Furniture,Furniture
37.31641347,-121.8739533,95110,1,NULL,OTH - Other,Other
37.32082545,-121.8719227,95112,1,"p/u 8 yds misc debris, const debris, matts, litter, tile, mud, gravel, furn cg, 3420  called paint into sj20",GAR - Garbage,Garbage
37.30668567,-121.9218358,95126,1,illegal dump,OTH - Other,Other
37.34204764,-121.8730004,95112,2,NULL,FUR - Furniture,Furniture
37.34548224,-121.8662556,95116,1,no metal found,OTH - Other,Other
37.39711787,-121.8527436,95132,2,NULL,FUR - Furniture,Furniture
37.29653571,-122.0139449,95129,1,NULL,OTH - Other,Other
37.29881166,-121.9521044,95117,3,NULL,HAZ - Haz Mat,Haz Mat
37.25931261,-121.8019657,95111,2,NULL,FUR - Furniture,Furniture
37.26082586,-121.8048665,95111,2,NULL,FUR - Furniture,Furniture
37.3649581,-121.8615402,95133,2,,FUR - Furniture,Furniture
37.27529093,-121.9088592,95124,1,3255 @ 1730 pu childrens' plastic pool-,OTH - Other,Other
37.30039512,-121.8209165,95121,2,NULL,FUR - Furniture,Furniture
37.3827446,-121.8958602,95131,1,3255 @ 1930- pu books in roadway-,GAR - Garbage,Garbage
37.32485023,-121.8437144,95122,1,NULL,GAR - Garbage,Garbage
37.32289474,-121.8851661,95110,2,pu couch,FUR - Furniture,Furniture
37.22779762,-121.7991655,95119,1,pu all debris,GAR - Garbage,Garbage
37.22928989,-121.8696956,95120,2,NULL,FUR - Furniture,Furniture
37.22896824,-121.866945,95120,2,NULL,FUR - Furniture,Furniture
37.2617424,-121.9314108,95124,1,pu garbage in the street  -  1 load,GAR - Garbage,Garbage
37.30478542,-121.972268,95117,2,pu couch & mattress in street - 1 load,FUR - Furniture,Furniture
37.30478542,-121.972268,95117,2,pu couch & recliner,FUR - Furniture,Furniture
37.37579644,-121.8506717,95133,2,NULL,FUR - Furniture,Furniture
37.25390369,-121.8715685,95123,2,3250 @ 2130 p/u couch,FUR - Furniture,Furniture
37.34788576,-121.8658815,95116,2,NULL,APP - Appliances,Appliances
37.27245342,-121.8289977,95111,1,pu cardboard & metal in roadway,GAR - Garbage,Garbage
37.4120741,-121.852556,95132,2,NULL,FUR - Furniture,Furniture
37.34234098,-121.8631772,95116,2,completed,FUR - Furniture,Furniture
37.31465825,-121.824329,95121,2,completed,FUR - Furniture,Furniture
37.25645104,-121.8072201,95123,2,completed,FUR - Furniture,Furniture
37.21971784,-121.7619748,95139,1,completed,GAR - Garbage,Garbage
37.33694556,-121.8755154,95112,2,completed,FUR - Furniture,Furniture
37.33604194,-121.8445389,95122,2,P/UP TIRE & HUBCAP,TIR - Tires,Tires
37.35578706,-121.8470034,95116,2,FURN BLOCKING S/W,FUR - Furniture,Furniture
37.35598777,-121.8450722,95116,2,COUCH BLOCKING S/W,FUR - Furniture,Furniture
37.35605437,-121.8461037,95116,2,COUCH & TIRES IN ROADWAY,FUR - Furniture,Furniture
37.31621307,-121.8565639,95112,1,SHOPPING CART IN ROADWAY W DEBRIS,OTH - Other,Other
37.39979295,-121.8469252,95132,2,p/u furn/misc debris,FUR - Furniture,Furniture
37.25804557,-121.880133,95118,2,mattress in bike lane,FUR - Furniture,Furniture
37.31967808,-121.9171536,95126,1,pu 4' pink monkey,OTH - Other,Other
37.34404164,-121.8648462,95116,1,small piece of cement,OTH - Other,Other
37.32946029,-121.9118289,95126,1,pu garbage & carts,GAR - Garbage,Garbage
37.30352363,-121.9765815,95117,1,NULL,OTH - Other,Other
37.29638729,-121.8499348,95111,2,three couches & debris,FUR - Furniture,Furniture
37.28515889,-121.8788362,95125,1,pu microwave & debris,GAR - Garbage,Garbage
37.30571691,-121.7761334,95135,1,NULL,GAR - Garbage,Garbage
37.34566525,-121.9255488,95126,1,p/u garb,GAR - Garbage,Garbage
37.28940153,-121.8787261,95125,1,NULL,OTH - Other,Other
37.41695779,-121.8714774,95132,1,p/u pallet,OTH - Other,Other
37.30279368,-121.925236,95126,2,p/u 2 couches & 2 mattresses,FUR - Furniture,Furniture
37.29757938,-121.821763,95121,2,p/u mattress,FUR - Furniture,Furniture
37.33377175,-121.772534,95148,1,NULL,GAR - Garbage,Garbage
37.36194607,-121.8859766,95112,2,"p/u mattress, couch, garb 1 load",FUR - Furniture,Furniture
37.2967945,-121.8802329,95125,2,p/u garbage,FUR - Furniture,Furniture
37.28404672,-121.8257289,95111,2,NULL,FUR - Furniture,Furniture
37.3425688,-121.8895897,95112,2,p/u couch & debris,FUR - Furniture,Furniture
37.34465464,-121.8911502,95112,2,p/u couch,FUR - Furniture,Furniture
37.31033744,-122.0135277,95129,1,NULL,YW - Yard Waste,Yard Waste
37.31033744,-122.0135277,95129,1,NULL,YW - Yard Waste,Yard Waste
37.32884926,-121.8309295,95122,1,picked up,YW - Yard Waste,Yard Waste
37.37103927,-121.8722077,95133,2,nothing found,FUR - Furniture,Furniture
37.38671692,-121.8710343,95131,1,NULL,GAR - Garbage,Garbage
37.30735242,-121.9711859,95117,2,pu all debris-,FUR - Furniture,Furniture
37.29909065,-121.9646182,95130,1,NULL,GAR - Garbage,Garbage
37.30668567,-121.9218358,95126,1,NULL,OTH - Other,Other
37.28940153,-121.8787261,95125,2,p/u table & garb,FUR - Furniture,Furniture
37.34950379,-121.8600917,95116,2,p/u mattress & carpet,FUR - Furniture,Furniture
37.39851828,-121.8834145,95131,2,p.u 6 mattresses,FUR - Furniture,Furniture
37.314107,-121.8800444,95110,2,"On side street of 1312 Vine, pick up 24 yds of green waste on road way.  mm",FUR - Furniture,Furniture
37.38224314,-121.8347952,95127,1,P/U 2 PILES OF DEBRIS,GAR - Garbage,Garbage
37.27848196,-121.8782492,95125,2,NULL,FUR - Furniture,Furniture
37.27911426,-121.91029,95125,3,re dispatched to 3415 on 4/15 @ 1600- 3414 never received on 4/9/14 per paperwork. 3415 p/u glass doors,GLA - Glass,Glass
37.27791855,-121.835128,95111,1,p/u metal in #2 lane,OTH - Other,Other
37.25197646,-121.8075416,95123,1,hubcaps in roadway,OTH - Other,Other
37.30091719,-121.976722,95117,2,NULL,FUR - Furniture,Furniture
37.32946029,-121.9118289,95126,1,NULL,GAR - Garbage,Garbage
37.27344125,-121.8541099,95136,1,NULL,OTH - Other,Other
37.22826207,-121.8702006,95120,1,NOTHING ON ALAMDEN= GREEN WASTE DAY FOR NEIGHBORHOOD,GAR - Garbage,Garbage
37.33062946,-121.9172287,95126,1,NULL,OTH - Other,Other
37.27338291,-121.8168572,95111,2,NULL,FUR - Furniture,Furniture
37.28536618,-121.8138808,95111,1,"p/u 1 load of garb, bricks, etc",GAR - Garbage,Garbage
37.25749673,-121.8922941,95118,2,NULL,FUR - Furniture,Furniture
37.2715891,-121.8229308,95111,1,p/u stroage drum,GAR - Garbage,Garbage
37.32207135,-121.8280876,95122,2,NULL,FUR - Furniture,Furniture
37.35635154,-121.8358874,95116,2,NULL,FUR - Furniture,Furniture
37.32471758,-121.829428,95122,1,NULL,OTH - Other,Other
37.22896824,-121.866945,95120,2,NULL,FUR - Furniture,Furniture
37.23717568,-121.7176836,95138,1,NULL,GAR - Garbage,Garbage
37.32946029,-121.9118289,95126,1,p/u 2 bags garb,GAR - Garbage,Garbage
37.23271309,-121.8351435,95123,1,NULL,GAR - Garbage,Garbage
37.31442691,-121.8795622,95110,2,p/u 3 truck loads of debris,FUR - Furniture,Furniture
37.40550359,-121.8777741,95132,1,p/u debris,GAR - Garbage,Garbage
37.29782459,-121.834816,95111,1,NULL,LIT - Litter,Litter
37.35197233,-121.8253432,95127,2,near homeless encampment- 10 shopping carts there- pu piano-,FUR - Furniture,Furniture
37.31593797,-121.8908623,95125,2,p/u mattress,FUR - Furniture,Furniture
37.30099329,-121.972627,95117,3,3252 removed glass on roadway,GLA - Glass,Glass
37.40009606,-121.8660493,95132,1,romoved rock debris & unload at mabury yard,OTH - Other,Other
37.3688179,-121.8404869,95127,1,completed,OTH - Other,Other
37.3754081,-121.8387213,95133,2,NULL,FUR - Furniture,Furniture
37.22896824,-121.866945,95120,2,removed furniture unload at mabury yard,FUR - Furniture,Furniture
37.37683095,-121.8954367,95131,1,3252 fwd to awp to remove bags of debris & carpet. 3437 p/u a tire completed. 3436 p/u 1 yard,GAR - Garbage,Garbage
37.3552984,-121.8308435,95127,1,removed debris from r/w,OTH - Other,Other
37.32239305,-121.9871477,95129,1,removed debris from roadway,OTH - Other,Other
37.29342064,-121.8332141,95111,1,NULL,OTH - Other,Other
37.37119404,-121.8677088,95133,2,NULL,FUR - Furniture,Furniture
37.33872567,-121.859604,95116,2,3415 p/u debris,FUR - Furniture,Furniture
37.37909777,-121.8590706,95133,2,pu tbl cab,FUR - Furniture,Furniture
37.39352582,-121.8590009,95132,2,"couldnt locate couch,. but did pick up cart w debris",FUR - Furniture,Furniture
37.3972826,-121.8523836,95132,2,couldnt locate,FUR - Furniture,Furniture
37.32158098,-121.9171665,95126,2,p/u 2 truck loads of debris. 3433 4/18 pu garbage,FUR - Furniture,Furniture
37.30171072,-121.8817861,95125,1,pu debris. 3436 4/18 couldnt locate,GAR - Garbage,Garbage
37.35774833,-121.8655,95133,1,completed,GAR - Garbage,Garbage
